dataset,dialogue_id,utterance_idx,speaker,split,utterance,gpt-4o_intention,donation_amount,donation_made
P4G,20180825-045559_409_live,10,ER,train,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries",Providing information about the charity,0.0,0
P4G,20180825-050306_247_live,0,ER,test,Hi,Greeting,0.0,0
P4G,20180825-050306_247_live,1,EE,test,Hello,Greeting,0.0,0
P4G,20180825-050306_247_live,2,ER,test,How are you?,Inquiring about well-being,0.0,0
P4G,20180825-050306_247_live,3,EE,test,Are you aware of any childrens charities?,Shifting topic to children's charities,0.0,0
P4G,20180825-050306_247_live,4,ER,test,Yes.,Confirming knowledge of children's charities,0.0,0
P4G,20180825-050306_247_live,5,ER,test,I've heard of Save the Children,Providing specific example of a charity,0.0,0
P4G,20180825-050306_247_live,6,EE,test,Awesome.,Expressing approval,0.0,0
P4G,20180825-050306_247_live,7,EE,test,I don't think i've heard of that.,Expressing unfamiliarity,0.0,0
P4G,20180825-050306_247_live,8,EE,test,Do you donate/participate in any way to that charity?,Inquiring about participation in the charity,0.0,0
P4G,20180825-050306_247_live,9,ER,test,"Yes, I donate money to them monthly.",Confirming participation and specifying type,0.0,0
P4G,20180825-050306_247_live,10,EE,test,What encourages you to donate monthly,Inquiring about motivation for participation,0.0,0
P4G,20180825-050306_247_live,11,ER,test,There are poor children all over the world who don't have enough food to eat and Save the Children goes out to help them.,Explaining motivation for donating,0.0,0
P4G,20180825-050306_247_live,12,ER,test,I don't waant anyone to go hungry.,Expressing personal sentiment,0.0,0
P4G,20180825-050306_247_live,13,ER,test,Would you?,Seeking agreement,0.0,0
P4G,20180825-050306_247_live,14,EE,test,"Yes, I absolutely would.",Expressing agreement,0.0,0
P4G,20180825-050306_247_live,15,EE,test,I have never sought out a charity and that brings up a good point.,Reflecting on personal actions and acknowledging a point,0.0,0
P4G,20180825-052611_640_live,0,ER,valid,I am supposed to get you to donate some of your payment to a children's charity.,Introduce the topic of donating to a children's charity,0.0,0
P4G,20180825-052611_640_live,1,EE,valid,Could you tell me more about the charity?,Request more information about the charity,0.0,0
P4G,20180825-052611_640_live,2,ER,valid,It appears to be comething called Save the Children.,Provide the name of the charity,0.0,0
P4G,20180825-052611_640_live,3,ER,valid,I have no other information.,State lack of additional information,0.0,0
P4G,20180825-052611_640_live,4,EE,valid,Where did you get that information and who specifically is the money going to?,Seek specific details about the charity and the donation process,0.0,0
P4G,20180825-052611_640_live,5,ER,valid,The information is coming from the person who provided this hit.,Identify the source of the information,0.0,0
P4G,20180825-052611_640_live,6,ER,valid,They don't say who the money is going to.,Clarify that the recipient of the money is unspecified,0.0,0
P4G,20180825-052611_640_live,7,EE,valid,People aren't likely to donate to charities that they know nothing about.,Express skepticism about donating without sufficient information,0.0,0
P4G,20180825-052611_640_live,8,ER,valid,Good point.,Acknowledge the validity of the point made by EE,0.0,0
P4G,20180825-052611_640_live,9,ER,valid,I don't like children but perhaps you do.,Express personal disinterest in children while suggesting EE might care,0.0,0
P4G,20180825-052611_640_live,10,EE,valid,"I\'m not going to donate to some generic ""Save the Children"" charity with no information.",Refuse to donate without adequate information,0.0,0
P4G,20180825-052611_640_live,11,EE,valid,"So, do we need to chat back and forth a few for times for this to be over?",Inquire about the necessity of further conversation,0.0,0
P4G,20180825-052611_640_live,12,ER,valid,"I found some more info:   Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",Provide additional information about the charity,0.0,0
P4G,20180825-053544_897_live,0,ER,train,Hi!,Greeting,0.0,0
P4G,20180825-053544_897_live,1,ER,train,Good morning!,Greeting,0.0,0
P4G,20180825-053544_897_live,2,EE,train,Good morning!,Greeting,0.0,0
P4G,20180825-053544_897_live,3,EE,train,How are you doing today?,Inquiring about well-being,0.0,0
P4G,20180825-053544_897_live,4,ER,train,I am good!,Responding to inquiry,0.0,0
P4G,20180825-053544_897_live,5,ER,train,I am trying to get my friends and others to donate their payment from this task to Save the Children.,Introducing donation initiative,0.0,0
P4G,20180825-053544_897_live,6,ER,train,Save the Children is reputable and every dollar they raise goes to feed families.,Providing information about the charity,0.0,0
P4G,20180825-053544_897_live,7,EE,train,What else can you tell me about the charity?,Requesting more information about the charity,0.0,0
P4G,20180825-053544_897_live,8,EE,train,Which countries do they work in?,Inquiring about the charity's operational regions,0.0,0
P4G,20180825-053544_897_live,9,ER,train,"Save the Children works for 18 countries in Africa, 5 countries in the Middle East and India and Pakistan.",Providing specific information about the charity's operational regions,0.0,0
P4G,20180825-053544_897_live,10,EE,train,How much of a donation would one have to make to feed a family for a week?,Inquiring about the cost to feed a family,0.0,0
P4G,20180825-053544_897_live,11,ER,train,5.00 a week would feed one family for a week.,Providing specific cost information,0.0,0
P4G,20180825-053544_897_live,12,ER,train,Do you spend 5.00 a week on a coffee?,Drawing a comparison to common expenses,0.0,0
P4G,20180825-053544_897_live,13,EE,train,That's crazy!,Expressing surprise,0.0,0
P4G,20180825-053544_897_live,14,EE,train,I spend more than that on coffee every week!,Sharing personal spending habits,0.0,0
P4G,20180825-053544_897_live,15,ER,train,Then would you be willing to donate all of the money you make on this hit to the organization?,Encouraging a donation,0.0,0
P4G,20180825-053544_897_live,16,ER,train,You could always donate more.,Suggesting additional donations,0.0,0
P4G,20180825-053544_897_live,17,ER,train,It is our moral responsibility to help feed the hungry.,Appealing to moral responsibility,0.0,0
P4G,20180825-054948_621_live,0,ER,train,Hello,Greeting,0.3,1
P4G,20180825-054948_621_live,1,EE,train,Hi.,Greeting,0.3,1
P4G,20180825-054948_621_live,2,EE,train,"I really do not know much about children's charity, do you?",Expressing lack of knowledge and seeking information,0.3,1
P4G,20180825-054948_621_live,3,ER,train,Oh.,Acknowledging,0.3,1
P4G,20180825-054948_621_live,4,ER,train,There is this children's charity my friend volunteers for.,Providing information,0.3,1
P4G,20180825-054948_621_live,5,ER,train,It's called Save the Children.,Providing specific information,0.3,1
P4G,20180825-054948_621_live,6,ER,train,Have you heard of it?,Seeking confirmation,0.3,1
P4G,20180825-054948_621_live,7,EE,train,I think so.,Expressing uncertainty,0.3,1
P4G,20180825-054948_621_live,8,EE,train,Does it have commercials on tv?,Seeking additional information,0.3,1
P4G,20180825-054948_621_live,9,ER,train,"Yes, they do.",Confirming information,0.3,1
P4G,20180825-054948_621_live,10,ER,train,I wish they didn't have to spend their monies on commericals but it is the only way to get their name out there.,Expressing a wish and providing rationale,0.3,1
P4G,20180825-054948_621_live,11,EE,train,"Does this charity help children in the United States, or do they deal mostly with children in African nations?",Seeking specific information,0.3,1
P4G,20180825-054948_621_live,12,ER,train,It is a global charity.,Providing specific information,0.3,1
P4G,20180825-054948_621_live,13,ER,train,They help out children in the US and around the world.,Clarifying information,0.3,1
P4G,20180825-054948_621_live,14,ER,train,You should check out their website:  URL s/what-we-do/us-programs,Suggesting an action,0.3,1
P4G,20180825-054948_621_live,15,EE,train,I will copy and save the website address.,Expressing intention to follow suggestion,0.3,1
P4G,20180825-054948_621_live,16,EE,train,What do volunteers do for this charity?,Seeking information,0.3,1
P4G,20180825-054948_621_live,17,EE,train,I ask that because volunteering would be easier for me than sending money.,Explaining personal circumstances,0.3,1
P4G,20180825-054948_621_live,18,ER,train,My friend is a nurse and she takes a month off every year to go to Africa to help out.,Providing an example,0.3,1
P4G,20180825-054948_621_live,19,ER,train,I would love to do that but can't possibly get that much time off.,Expressing personal limitation,0.3,1
P4G,20180825-054948_621_live,20,ER,train,How about you?,Seeking personal information,0.3,1
P4G,20180825-054948_621_live,21,EE,train,That is awesome that your friend does that!,Expressing admiration,0.3,1
P4G,20180825-054948_621_live,22,EE,train,"I'm not a nurse though, and couldn't possibly travel to Africa or anywhere else.",Expressing personal limitation,0.3,1
P4G,20180825-055034_34_live,0,ER,train,Hello,Greeting the other participant,0.0,0
P4G,20180825-055034_34_live,1,EE,train,hello,Responding to the greeting,0.0,0
P4G,20180825-055034_34_live,2,ER,train,Would you like to donate a partial or full amount of your payment from this task to Save the Children.,Inquiring about the participant's willingness to donate,0.0,0
P4G,20180825-055034_34_live,3,ER,train,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",Providing information about the charity organization,0.0,0
P4G,20180825-055034_34_live,4,EE,train,how much of the money is put to work?,Asking for details about the financial efficiency of the charity,0.0,0
P4G,20180825-055034_34_live,5,ER,train,All of the money you choose to donate will go to the charity.,Clarifying that all donated money goes to the charity,0.0,0
P4G,20180825-055034_34_live,6,ER,train,"Donating any amount will make a difference, every little donation adds up!",Encouraging the participant to donate by emphasizing the impact of donations,0.0,0
P4G,20180825-055034_34_live,7,ER,train,You can choose to donate any amount from $0 to all your payment from this task.,Informing the participant about the donation options,0.0,0
P4G,20180825-055034_34_live,8,EE,train,how much % of the money that goes to the charity is overhead that will be absorbed and not given to children?,Seeking specific information about the overhead costs of the charity,0.0,0
P4G,20180825-055034_34_live,9,ER,train,Save the Children is a nonprofit.,Stating the nonprofit status of the organization,0.0,0
P4G,20180825-055034_34_live,10,ER,train,0% of the donations are used to profit the organization or anyone working for the organization.,Clarifying that no donations are used for profit,0.0,0
P4G,20180825-055034_34_live,11,ER,train,"All donations are used to benefit the children, both directly and indirectly (such as advertisement to help garner more donations).",Explaining how donations are used to benefit children,0.0,0
P4G,20180825-055034_34_live,12,EE,train,how does the operation afford staff?,Inquiring about how the organization funds its staff,0.0,0
P4G,20180825-055034_34_live,13,ER,train,Staff are volunteers.,Explaining that staff are volunteers,0.0,0
P4G,20180825-060251_387_live,0,ER,train,Greetings!,Greeting the other person,0.15,1
P4G,20180825-060251_387_live,1,EE,train,Good morning!,Responding to the greeting,0.15,1
P4G,20180825-060251_387_live,2,EE,train,Have you ever donated to a children's charity?,Initiating a conversation about charity donations,0.15,1
P4G,20180825-060251_387_live,3,ER,train,Oh goodness yes.,Confirming past donations to children's charities,0.15,1
P4G,20180825-060251_387_live,4,ER,train,I always feel really good about it afterwards.,Expressing positive feelings about donating,0.15,1
P4G,20180825-060251_387_live,5,ER,train,Have you?,Inquiring about the other person's donation habits,0.15,1
P4G,20180825-060251_387_live,6,EE,train,I have as well.,Confirming own donations to children's charities,0.15,1
P4G,20180825-060251_387_live,7,EE,train,Children are the most vulnerable people in our society.,Expressing concern for vulnerable children,0.15,1
P4G,20180825-060251_387_live,8,ER,train,"It's a good thing, indeed.",Agreeing with the sentiment,0.15,1
P4G,20180825-060251_387_live,9,ER,train,A great organization is   URL,Recommending a specific charity organization,0.15,1
P4G,20180825-060251_387_live,10,EE,train,I haven't heard of this one?,Expressing unfamiliarity with the recommended organization,0.15,1
P4G,20180825-060251_387_live,11,EE,train,How does it help children?,Inquiring about the organization's activities,0.15,1
P4G,20180825-060251_387_live,12,ER,train,"For instance, millions of Syrian children have grown up facing the daily threat of violence.",Providing information about the organization's impact,0.15,1
P4G,20180825-060251_387_live,13,ER,train,"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence",Providing additional information about the organization's impact,0.15,1
P4G,20180825-060251_387_live,14,EE,train,That's awful.,Expressing sympathy and concern,0.15,1
P4G,20180825-060251_387_live,15,EE,train,I live in the US and wish we were doing more as a country to help these kids.,Expressing a desire for more national involvement in helping children,0.15,1
P4G,20180825-060251_387_live,16,EE,train,But private donations certainly help.,Acknowledging the importance of private donations,0.15,1
P4G,20180825-060251_387_live,17,ER,train,"You should consider that link, explore it, and make a small donation.",Encouraging the other person to explore the link and donate,0.15,1
P4G,20180825-060251_387_live,18,ER,train,Small donations will indeed help a lot of children and their families.,Reinforcing the impact of small donations,0.15,1
P4G,20180825-060251_387_live,19,EE,train,I'll certainly review it.,Expressing intent to review the link,0.15,1
P4G,20180825-060251_387_live,20,EE,train,"Usually I donate more to charities in my community, but international donations are important too.",Discussing personal donation habits and acknowledging the importance of international donations,0.15,1
P4G,20180825-060251_387_live,21,ER,train,"Yes, they all are.",Agreeing with the importance of all donations,0.15,1
P4G,20180825-060251_387_live,22,ER,train,All of the children must be taken care of.,Emphasizing the need to care for all children,0.15,1
P4G,20180825-060251_387_live,23,ER,train,I can tell you that your donation right now will make a tangible impact for the world,Highlighting the tangible impact of donations,0.15,1
P4G,20180825-061105_792_live,0,ER,train,Hello.,Greeting,0.15,1
P4G,20180825-061105_792_live,1,EE,train,Hello!,Greeting,0.15,1
P4G,20180825-061105_792_live,2,ER,train,"I am supposed to ask you if you care about people being killed in Syria and things like that, I don't want to cause you any emotional discomfort by talking about suffering people.",Expressing concern about causing discomfort,0.15,1
P4G,20180825-061105_792_live,3,ER,train,Is that okay?,Seeking permission to discuss a sensitive topic,0.15,1
P4G,20180825-061105_792_live,4,ER,train,To talk about suffering people and children for a minute?,Clarifying the request to discuss suffering people and children,0.15,1
P4G,20180825-061105_792_live,5,EE,train,I will have no discomfort discussing suffering people.,Reassuring that discussing suffering people is acceptable,0.15,1
P4G,20180825-061105_792_live,6,ER,train,"I think the refugee crisis is crazy, I am not sure what I would do if I was raising my kids in Syria.",Expressing personal opinion on the refugee crisis,0.15,1
P4G,20180825-061105_792_live,7,ER,train,If anyone could have fun in those spots it's kids though.,Attempting to find a positive aspect in a dire situation,0.15,1
P4G,20180825-061105_792_live,8,EE,train,I feel really torn about the crisis.,Expressing conflicted feelings about the crisis,0.15,1
P4G,20180825-061105_792_live,9,EE,train,I don't think the weight of that burden should fall on the rest of the worlds shoulders.,Stating a belief about the responsibility of the global community,0.15,1
P4G,20180825-061105_792_live,10,EE,train,At the same time as a parent I would want the best possible future for my children and I know fiercly that I would do everything in my power to make sure they were in a safe place.,Relating personal parental instincts to the situation,0.15,1
P4G,20180825-061105_792_live,11,ER,train,I actually didn't think of it like that.,Expressing a new perspective gained from the conversation,0.15,1
P4G,20180825-061105_792_live,12,ER,train,"I am a parent too, it feels so foreign what they are going through.",Relating personal experience as a parent to the situation,0.15,1
P4G,20180825-061105_792_live,13,ER,train,"This whole chat thing is supposed to get me to get you to donate to Save the Children, but now I think they got me to do it instead!",Revealing the purpose of the conversation (to solicit donations),0.15,1
P4G,20180825-061105_792_live,14,ER,train,I don't know if that's really okay to do though.,Expressing uncertainty about the appropriateness of soliciting donations,0.15,1
P4G,20180825-061105_792_live,15,EE,train,I always wonder how much of donations actually go where ear marked.,Expressing skepticism about the allocation of donations,0.15,1
P4G,20180825-061105_792_live,16,EE,train,"I see on the local level how much of donations stay local and what gets spent on things I would call ""stupid"".",Providing an example of local donation mismanagement,0.15,1
P4G,20180825-061105_792_live,17,EE,train,I am always worried if I donate it will just go to some higer up that is living the high life.,Expressing concern about potential misuse of donations,0.15,1
P4G,20180825-061105_792_live,18,EE,train,Sorry Im getting off topic.,Apologizing for deviating from the main topic,0.15,1
P4G,20180825-061105_792_live,19,ER,train,"No, that's relevant.",Validating the relevance of the concern,0.15,1
P4G,20180825-061105_792_live,20,ER,train,Really relevant.,Reiterating the relevance of the concern,0.15,1
P4G,20180825-061105_792_live,21,ER,train,It's really easy to get cynical about life and if people really benefit from any of this.,Expressing a cynical view on the effectiveness of donations,0.15,1
P4G,20180825-061105_792_live,22,ER,train,I usually donate in hopes I can at least feel like I did my part.,Explaining personal motivation for donating,0.15,1
P4G,20180825-061105_792_live,23,ER,train,"If I donated and some corrupt person took it, that's the worst karma and even worst scandal imaginable.",Expressing concern about the potential misuse of donations,0.15,1
P4G,20180825-061105_792_live,24,ER,train,The people who donate and people who are worrying about that are the same people.,Drawing a connection between donors and their concerns,0.15,1
P4G,20180825-061105_792_live,25,ER,train,"You're not a horrible person it sounds like, just worried if what you do even matters.",Reassuring the other person about their intentions,0.15,1
P4G,20180825-061105_792_live,26,EE,train,With that all said I do feel like any orginazation that aims to help the children I am more inclined to donate to them than most.,Expressing a preference for donating to organizations that help children,0.15,1
P4G,20180825-062219_874_live,0,ER,valid,Hello,Greeting,0.0,0
P4G,20180825-062219_874_live,1,EE,valid,hi,Greeting,0.0,0
P4G,20180825-062219_874_live,2,ER,valid,how are you today?,Inquiring about well-being,0.0,0
P4G,20180825-062219_874_live,3,EE,valid,Doing Good.,Responding to inquiry,0.0,0
P4G,20180825-062219_874_live,4,EE,valid,What about You ?,Returning the inquiry,0.0,0
P4G,20180825-062219_874_live,5,ER,valid,Have you heard of the charity Save the Children,Introducing a topic,0.0,0
P4G,20180825-062219_874_live,6,EE,valid,No.,Expressing lack of knowledge,0.0,0
P4G,20180825-062219_874_live,7,EE,valid,Can you help me with that.,Requesting information,0.0,0
P4G,20180825-062219_874_live,8,ER,valid,"It is a charity that helps ensure children's basic rights to health, education, safety, etc",Providing information,0.0,0
P4G,20180825-062219_874_live,9,EE,valid,Okay.,Acknowledging information,0.0,0
P4G,20180825-062219_874_live,10,EE,valid,It's a very noble cause.,Expressing approval,0.0,0
P4G,20180825-062219_874_live,11,ER,valid,Children in other countries don't have the advantages that we do such as access to the internet,Providing additional information,0.0,0
P4G,20180825-062219_874_live,12,EE,valid,Yeah totally agreed.,Agreeing with the statement,0.0,0
P4G,20180825-063009_943_live,0,ER,test,Hi WOuld you like to donate your payment for this task to save the children?,Requesting donation for Save the Children,0.0,0
P4G,20180825-063009_943_live,1,EE,test,"No, to be honest I am doing this task to save up extra money for myself.",Declining donation and explaining personal financial motivation,0.0,0
P4G,20180825-063009_943_live,2,ER,test,I understand that.,Expressing understanding,0.0,0
P4G,20180825-063009_943_live,3,ER,test,But it's only .30 of the money you are saving.,Minimizing the financial impact of the donation,0.0,0
P4G,20180825-063009_943_live,4,ER,test,It could do alot of good for Save the children.,Emphasizing the positive impact of the donation,0.0,0
P4G,20180825-063009_943_live,5,EE,test,"I appreciate your position, but what exactly is Save the Children and how do I know that money will truly be used to help kids?",Requesting more information about Save the Children and expressing skepticism,0.0,0
P4G,20180825-063009_943_live,6,ER,test,The researchers of this hit will make sure the money goes to save the children.,Assuring that the money will be used appropriately,0.0,0
P4G,20180825-063009_943_live,7,ER,test,Save the Children is a world wide organization that helps kids in war torn areas.,Providing information about Save the Children,0.0,0
P4G,20180825-063009_943_live,8,EE,test,"It sounds like a good idea, but I often get peppered with requests to donate money to various charities -- when I donate I do it to causes that I know about.",Expressing general skepticism about charity requests,0.0,0
P4G,20180825-063009_943_live,9,EE,test,If I donated to every cause I would be giving away a lot of money and I already lose 20% to taxes.,Explaining personal financial constraints,0.0,0
P4G,20180825-063009_943_live,10,ER,test,"Your right, but I'm not asking for much.",Minimizing the financial impact of the donation,0.0,0
P4G,20180825-063009_943_live,11,ER,test,It's only .30 cents and It will do alot to help.,Reiterating the positive impact of the donation,0.0,0
P4G,20180825-063009_943_live,12,EE,test,What exactly would that 30 cents be used for and how would it help?,Requesting specific information about the use of the donation,0.0,0
P4G,20180825-063009_943_live,13,EE,test,What part of the world will it go to?,Requesting information about the geographical impact of the donation,0.0,0
P4G,20180825-063009_943_live,14,ER,test,It would go all over the world!,Stating the global reach of the organization,0.0,0
P4G,20180825-063009_943_live,15,ER,test,The money is used to promote childrens rights and provide food and medicine.,Providing specific uses of the donation,0.0,0
P4G,20180825-063117_677_live,0,ER,test,How much would you like to donate to save the children?,Requesting a donation amount,0.2,1
P4G,20180825-063117_677_live,1,EE,test,"Hey, is there a limit?",Inquiring about donation limits,0.2,1
P4G,20180825-063117_677_live,2,ER,test,You can donate as much as you want,Clarifying there is no limit,0.2,1
P4G,20180825-063117_677_live,3,EE,test,"Oh wow, so I could just go ahead and do like $25 million?",Expressing surprise and testing the boundaries,0.2,1
P4G,20180825-063117_677_live,4,ER,test,If you have that much money,Responding with a conditional statement,0.2,1
P4G,20180825-063117_677_live,5,EE,test,"Oh, from my personal account?",Clarifying the source of the donation,0.2,1
P4G,20180825-063117_677_live,6,EE,test,"Hmm, I can do maybe 100.",Stating a possible donation amount,0.2,1
P4G,20180825-063117_677_live,7,EE,test,I work part-time and attend college so I don't have much now.,Explaining financial constraints,0.2,1
P4G,20180825-063117_677_live,8,EE,test,Thought this was hypothetical.,Clarifying the previous statement was hypothetical,0.2,1
P4G,20180825-063117_677_live,9,ER,test,Then you will do 100,Confirming the stated donation amount,0.2,1
P4G,20180825-063117_677_live,10,EE,test,How much will you be planning on donating to the charity?,Inquiring about the ER's donation plans,0.2,1
P4G,20180825-063117_677_live,11,ER,test,I am homeless and at Mcdonalds on the wifi.,Providing personal context,0.2,1
P4G,20180825-063117_677_live,12,ER,test,I am doing this for charity.,Explaining their motivation,0.2,1
P4G,20180825-063117_677_live,13,ER,test,But I plan on doing 10,Stating their intended donation amount,0.2,1
P4G,20180825-063117_677_live,14,EE,test,"That sounds good, thank you for being charitable.",Expressing gratitude and approval,0.2,1
P4G,20180825-064001_264_live,0,ER,test,Right now there are many children who are suffering in the world and they need our help.,Raise awareness about suffering children and the need for help,0.2,1
P4G,20180825-064001_264_live,1,EE,test,I agree!,Express agreement,0.2,1
P4G,20180825-064001_264_live,2,ER,test,"There is an organization that is international , non governmental that tries to reduce the suffering.",Introduce an organization that helps reduce suffering,0.2,1
P4G,20180825-064001_264_live,3,EE,test,Oh that's great.,Express approval,0.2,1
P4G,20180825-064001_264_live,4,EE,test,What is the name of the organization?,Request the name of the organization,0.2,1
P4G,20180825-064001_264_live,5,ER,test,"Save the Children is the organization does the hard work of bringing health care, education and safety to children around the world.",Provide the name and describe the organization's work,0.2,1
P4G,20180825-064001_264_live,6,EE,test,Well the have a great cause.,Express approval of the organization's cause,0.2,1
P4G,20180825-064001_264_live,7,ER,test,"Children around the world are threaten by war such as in Syria, by hunger and disease such as in Africa.",Highlight specific threats to children around the world,0.2,1
P4G,20180825-064001_264_live,8,EE,test,No child deserves to feel unsafe and go hungry.,Express empathy and agreement,0.2,1
P4G,20180825-064001_264_live,9,EE,test,It's heartbreaking!,Express emotional response,0.2,1
P4G,20180825-064001_264_live,10,ER,test,I feel the same way as you do.,Express shared feelings,0.2,1
P4G,20180825-064001_264_live,11,ER,test,It broke my heart to see that famous photograph of a child with a vulture sitting next to it.,Share a personal emotional experience,0.2,1
P4G,20180825-064001_264_live,12,EE,test,I am not sure if I have seen that picture.,Express uncertainty about familiarity with the photograph,0.2,1
P4G,20180825-064001_264_live,13,EE,test,I would have to see it to know.,State the need to see the photograph to recognize it,0.2,1
P4G,20180825-064001_264_live,14,ER,test,It made me both angry and sad.,Share personal emotional impact of the photograph,0.2,1
P4G,20180825-064001_264_live,15,ER,test,"I have always believed that everyone can make a difference, but what was I doing?",Reflect on personal responsibility and actions,0.2,1
P4G,20180825-064038_102_live,0,ER,train,Hi how are you?,Initiate conversation and greet,0.0,0
P4G,20180825-064038_102_live,1,EE,train,Fine how are you?,Respond to greeting and reciprocate,0.0,0
P4G,20180825-064038_102_live,2,ER,train,I am well,Respond to inquiry and provide personal status,0.0,0
P4G,20180825-064038_102_live,3,EE,train,What is your favorite childrens charity,Inquire about the other person's favorite children's charity,0.0,0
P4G,20180825-064038_102_live,4,ER,train,Well I recently heard about Save the Children Charity.,Introduce a specific charity,0.0,0
P4G,20180825-064038_102_live,5,ER,train,They donate money to help children in developing countries.,Provide information about the charity's activities,0.0,0
P4G,20180825-064038_102_live,6,ER,train,Have you heard about them?,Inquire if the other person is familiar with the charity,0.0,0
P4G,20180825-064038_102_live,7,EE,train,Yes I have heard of them.,Acknowledge familiarity with the charity,0.0,0
P4G,20180825-064038_102_live,8,EE,train,They do a lot for kids,Express positive opinion about the charity's work,0.0,0
P4G,20180825-064038_102_live,9,ER,train,Yes they do.,Agree with the positive opinion,0.0,0
P4G,20180825-064038_102_live,10,ER,train,They help out a great deal.,Reiterate the charity's positive impact,0.0,0
P4G,20180825-064038_102_live,11,ER,train,My job today is to see if you would be willing to donate any of your earnings to the charity,State the purpose of the conversation (soliciting donations),0.0,0
P4G,20180825-064038_102_live,12,EE,train,At this time I am not willing to do that,Decline to donate,0.0,0
P4G,20180825-064038_102_live,13,ER,train,"Okay, well I am supposed to ask you how much of your payment you would like to donate.",Clarify the requirement to ask about donation amount,0.0,0
P4G,20180825-064038_102_live,14,ER,train,Anywhere from zero to the full amount.,Specify the range of possible donation amounts,0.0,0
P4G,20180825-064038_102_live,15,ER,train,So I am to understand you do not wish to help any of them?,Seek confirmation of the decision not to donate,0.0,0
P4G,20180825-064038_102_live,16,EE,train,Yes that is correct,Confirm the decision not to donate,0.0,0
P4G,20180825-064838_945_live,0,ER,train,hi!,Greeting the other person,0.0,0
P4G,20180825-064838_945_live,1,EE,train,"hi, how are you?",Returning the greeting and inquiring about the other person's well-being,0.0,0
P4G,20180825-064838_945_live,2,ER,train,"I am well, thank you",Responding to the inquiry about well-being,0.0,0
P4G,20180825-064838_945_live,3,EE,train,I guess we're supposed to be talking about a children's charity..?,Introducing the topic of conversation,0.0,0
P4G,20180825-064838_945_live,4,ER,train,"yes, do you donate to charities often?",Asking about the other person's donation habits,0.0,0
P4G,20180825-064838_945_live,5,EE,train,"No, not really.",Responding to the question about donation habits,0.0,0
P4G,20180825-064838_945_live,6,EE,train,Do you?,Inquiring about the other person's donation habits,0.0,0
P4G,20180825-064838_945_live,7,ER,train,"I try to do what I can, but its hard sometimes",Explaining personal efforts and challenges in donating,0.0,0
P4G,20180825-064838_945_live,8,EE,train,I agree.,Expressing agreement with the previous statement,0.0,0
P4G,20180825-064838_945_live,9,EE,train,What would motivate you to donate to a children's charity?,Inquiring about motivations for donating to a children's charity,0.0,0
P4G,20180825-064838_945_live,10,ER,train,"I think save our children is incredibly important, becuase children are the ones who need it most.",Expressing the importance of donating to children's charities,0.0,0
P4G,20180825-064838_945_live,11,EE,train,"You're right, it is very important.",Agreeing with the importance of the cause,0.0,0
P4G,20180825-064838_945_live,12,EE,train,"Would you prefer to donate clothes, food, money, or something else?",Inquiring about the preferred type of donation,0.0,0
P4G,20180825-064838_945_live,13,ER,train,"With save the children, money is most important, since they can use it to get all of the necessary needs for children met.",Explaining the preference for monetary donations,0.0,0
P4G,20180825-070857_925_live,0,ER,train,Hello.,Greeting the other person,0.0,0
P4G,20180825-070857_925_live,1,ER,train,I hope you are well today.,Expressing hope for the other person's well-being,0.0,0
P4G,20180825-070857_925_live,2,ER,train,I am wondering if you regularly give to charity?,Inquiring about the other person's charitable habits,0.0,0
P4G,20180825-070857_925_live,3,EE,train,Yes I do.,Confirming regular charitable giving,0.0,0
P4G,20180825-070857_925_live,4,EE,train,I find it very fulfilling to give back,Expressing personal fulfillment from giving,0.0,0
P4G,20180825-070857_925_live,5,ER,train,I agree with you on that.,Agreeing with the other person's sentiment,0.0,0
P4G,20180825-070857_925_live,6,ER,train,I am just now watching the news about the hurricane in Hawaii and seeing the damage already done.,Sharing information about a current event (hurricane in Hawaii),0.0,0
P4G,20180825-070857_925_live,7,EE,train,It is very scary to think about.,Expressing concern about the situation,0.0,0
P4G,20180825-070857_925_live,8,EE,train,"Not only are they ravaged by the volcano, now a hurricane.",Highlighting the compounded natural disasters in Hawaii,0.0,0
P4G,20180825-070857_925_live,9,ER,train,I know.,Expressing agreement and empathy,0.0,0
P4G,20180825-070857_925_live,10,ER,train,I actually have family living there.,Revealing personal connection to the situation (family in Hawaii),0.0,0
P4G,20180825-070857_925_live,11,ER,train,The rains over the past two days have been awful.,Describing the severity of the situation (rainfall),0.0,0
P4G,20180825-070857_925_live,12,EE,train,I am curious what we can do to help.,Expressing curiosity about ways to help,0.0,0
P4G,20180825-070857_925_live,13,ER,train,I have been looking into ways to help.,Indicating personal research into ways to help,0.0,0
P4G,20180825-070857_925_live,14,ER,train,I see that an organization called Save the Children is already mobilizing to help.,Providing information about an organization (Save the Children) mobilizing to help,0.0,0
P4G,20180825-070857_925_live,15,EE,train,Do you know anything about how they are helping the children?,Inquiring about the organization's specific actions to help children,0.0,0
P4G,20180825-070857_925_live,16,ER,train,They have an emergency response team ready to go.,Providing details about the organization's emergency response team,0.0,0
