dataset,dialogue_id,utterance_idx,speaker,split,utterance,gpt-4o_intention
res_CB,C_4fed44f74d9147cb800ea25376bab921,3,Seller,train,"It's a lovely phone -- it's got 16gb of internal storage space, expandable up to 32gb. It also has 2gb ram and a nice 3ghz quad core processor, making it a powerhouse for productivity and playing games flawlessly",Provide detailed information about the phone's specifications
res_CB,C_4fed44f74d9147cb800ea25376bab921,4,Buyer,train,How old is the phone?,Inquire about the phone's age
res_CB,C_4fed44f74d9147cb800ea25376bab921,5,Seller,train,"it came out a year ago, but this one I am selling I've only had for 3 months. I'm only selling because I have decided to go with iPhone instead of Android because of work. The phone comes with a case, which has been on it since the moment I took it out of the bxo",Provide information about the phone's age and reason for selling
res_CB,C_4fed44f74d9147cb800ea25376bab921,6,Buyer,train,What color is the case?,Inquire about the color of the case
res_CB,C_4fed44f74d9147cb800ea25376bab921,7,Seller,train,"Black and blue, silicone case with a hard shell and raised corners for extra protections",Provide detailed description of the case
res_CB,C_4fed44f74d9147cb800ea25376bab921,8,Buyer,train,I need to get it cheaper what is best you can do?,Negotiate for a lower price
res_CB,C_4fed44f74d9147cb800ea25376bab921,9,Seller,train,"I can do $40. The phone goes for $60 new on Amazon and I've only had it 3 months, plus it comes with the case that cost $20. It's a great deal. Also includes the factory charger",Offer a lower price and justify the value
res_CB,C_4fed44f74d9147cb800ea25376bab921,10,Buyer,train,Ok I can do that.,Agree to the offered price
res_CB,C_4fed44f74d9147cb800ea25376bab921,11,Seller,train,Sounds great!,Express satisfaction with the agreement
res_CB,C_444f5e011d624d5f98977b3a9ca9302c,0,Buyer,train,Hello,Greeting the seller
res_CB,C_444f5e011d624d5f98977b3a9ca9302c,1,Seller,train,hello,Responding to the greeting
res_CB,C_444f5e011d624d5f98977b3a9ca9302c,2,Buyer,train,"I saw your listing for the flip phone, and was interested in buying it from you. How much has it been used so far?",Expressing interest in the flip phone and inquiring about its usage
res_CB,C_444f5e011d624d5f98977b3a9ca9302c,3,Seller,train,It has been previously used for only 3 weeks,Providing information about the phone's usage
res_CB,C_444f5e011d624d5f98977b3a9ca9302c,4,Buyer,train,"That is a reasonable amount of time, do you happen to have a headset or any devices for hands free capabilities to pair with it?",Assessing the phone's condition and inquiring about additional accessories
res_CB,C_444f5e011d624d5f98977b3a9ca9302c,5,Seller,train,"It's like new, the use on the phone was minimal. The phone is equipped with push to talk (hands free) and accessories with the manual for the phone",Reassuring the buyer about the phone's condition and confirming the availability of accessories
res_CB,C_444f5e011d624d5f98977b3a9ca9302c,6,Buyer,train,"That sounds good, I'm willing to pay $30 for it, accessories included. Does this sound reasonable for you?",Offering a price for the phone and accessories
res_CB,C_444f5e011d624d5f98977b3a9ca9302c,7,Seller,train,Accessories are included. Could you do $35? It's listed for $39 currently.,Confirming the inclusion of accessories and negotiating the price
res_CB,C_444f5e011d624d5f98977b3a9ca9302c,8,Buyer,train,"I didn't want to pay too much for a new phone, so I was hoping $30 would be good for you. Would an extra $2 be alright with you?",Explaining their budget constraints and making a counteroffer
res_CB,C_444f5e011d624d5f98977b3a9ca9302c,9,Seller,train,"Sure, $32 is good with me.",Accepting the counteroffer
res_CB,C_444f5e011d624d5f98977b3a9ca9302c,10,Buyer,train,Thank you very much!,Expressing gratitude
res_CB,C_1f531424e5ed47fc9f3b64f69eb21460,0,Buyer,train,Hello. I saw your ad. I really would like to buy it for my kid. Is it a reliable equipment,Express interest in the item and inquire about its reliability
res_CB,C_1f531424e5ed47fc9f3b64f69eb21460,1,Seller,train,It is in great condition.  I would be willing to deliver it to you!,Assure the buyer of the item's condition and offer delivery
res_CB,C_1f531424e5ed47fc9f3b64f69eb21460,2,Buyer,train,Great and do you have it in different colors?,Inquire about the availability of different colors
res_CB,C_1f531424e5ed47fc9f3b64f69eb21460,3,Seller,train,"I only have the blue one, but it is in like new condition.",Inform the buyer about the available color and its condition
res_CB,C_1f531424e5ed47fc9f3b64f69eb21460,4,Buyer,train,"Okay, I can still use that, but now the price is an issue for me. What can we do about that?",Express willingness to proceed but raise concern about the price
res_CB,C_1f531424e5ed47fc9f3b64f69eb21460,5,Seller,train,"well, I will throw in free delivery and a 3 month warranty for the $100.",Offer additional benefits to justify the price
res_CB,C_1f531424e5ed47fc9f3b64f69eb21460,6,Buyer,train,I can't afford $100 because I am not working full time. I just have a certain budget. I can only pay $76 for it,Explain financial constraints and propose a lower price
res_CB,C_1f531424e5ed47fc9f3b64f69eb21460,7,Seller,train,"That is a really big difference!  I will also throw in a helmet and bring the price down to $95.  So, you will get the bike, the helmet, delivery, and a 3 month warranty.  I feel that this is more than fair.  Wouldn't you agree?",Counter the buyer's offer with additional benefits and a reduced price
res_CB,C_1f531424e5ed47fc9f3b64f69eb21460,8,Buyer,train,I would appreciate if you waive the other options as I just want the bike for my kid. Can we work $80 for it?,Request to waive additional options and propose a slightly higher price
res_CB,C_1f531424e5ed47fc9f3b64f69eb21460,9,Seller,train,Can we split the difference and agree on 87.50?,Propose a compromise price
res_CB,C_1f531424e5ed47fc9f3b64f69eb21460,10,Buyer,train,okay I think I can do that by taking in more hours at work at least my kid will be happy :),Agree to the compromise and express a positive sentiment
res_CB,C_1f531424e5ed47fc9f3b64f69eb21460,11,Seller,train,"Agreed, thank you!",Confirm the agreement and express gratitude
res_CB,C_54973c3beacf4c3b8882cca1d341fe98,0,Buyer,train,"Hi, you're selling a FitBit Flex and bands?",Initiate conversation and confirm availability of items
res_CB,C_54973c3beacf4c3b8882cca1d341fe98,1,Seller,train,Yes I still have them!,Confirm availability of items
res_CB,C_54973c3beacf4c3b8882cca1d341fe98,2,Buyer,train,"Excellent, what kinds of bands are they?",Request more information about the bands
res_CB,C_54973c3beacf4c3b8882cca1d341fe98,3,Seller,train,"It comes with the original black band, a blue band and a red band.",Provide details about the bands included
res_CB,C_54973c3beacf4c3b8882cca1d341fe98,4,Buyer,train,"Oh cool, 3 bands. That's good. I can offer you 40 dollars, what do you think?",Express approval and make an offer
res_CB,C_54973c3beacf4c3b8882cca1d341fe98,5,Seller,train,The lowest I can go is $50 if you come and pick them up with cash.,Counter the offer with a minimum price
res_CB,C_54973c3beacf4c3b8882cca1d341fe98,6,Buyer,train,"Your ad doesn't mention a charger, do you have one?",Clarify if a charger is included
res_CB,C_54973c3beacf4c3b8882cca1d341fe98,7,Seller,train,Yes it comes with the charger and original box.,Confirm inclusion of charger and original box
res_CB,C_54973c3beacf4c3b8882cca1d341fe98,8,Buyer,train,"Hmmmm. If I come pick them up, how about 45?",Negotiate a lower price
res_CB,C_54973c3beacf4c3b8882cca1d341fe98,9,Seller,train,"Ok, that's fair.",Agree to the negotiated price
res_CB,C_3cfdfad9aa444a089c7dab41dcb15a4d,0,Seller,train,hello,Greeting the buyer
res_CB,C_3cfdfad9aa444a089c7dab41dcb15a4d,1,Buyer,train,Hi there. I saw your ad of the wood glass book case. It really got my attention. I loved the interior of it. Is it new or used?,Expressing interest in the item and inquiring about its condition
res_CB,C_3cfdfad9aa444a089c7dab41dcb15a4d,2,Seller,train,its used so that is why im selling it for a really good deal of 95,Providing information about the item's condition and justifying the price
res_CB,C_3cfdfad9aa444a089c7dab41dcb15a4d,3,Buyer,train,Yeah but the amount is too much for me. I can afford to pay 72 for it. That's what I got since its used I would really appreciate if we could work that out,Negotiating the price and making a counteroffer
res_CB,C_3cfdfad9aa444a089c7dab41dcb15a4d,4,Seller,train,this is an antique so although it is used it is very good bookcase,Emphasizing the value of the item despite its used condition
res_CB,C_3cfdfad9aa444a089c7dab41dcb15a4d,5,Buyer,train,Okay how about $75?,Continuing to negotiate and making a new offer
res_CB,C_3cfdfad9aa444a089c7dab41dcb15a4d,6,Seller,train,90,Countering the buyer's offer with a higher price
res_CB,C_3cfdfad9aa444a089c7dab41dcb15a4d,7,Buyer,train,That's too much for me I honestly can't afford that,Expressing financial constraint and inability to meet the seller's price
res_CB,C_3cfdfad9aa444a089c7dab41dcb15a4d,8,Seller,train,i can bring it to you,Offering an additional service (delivery) to justify the price
res_CB,C_3cfdfad9aa444a089c7dab41dcb15a4d,9,Buyer,train,Okay how about 85$ I loved this piece and I would really like to get it!,Increasing the offer and expressing strong interest in the item
res_CB,C_3cfdfad9aa444a089c7dab41dcb15a4d,10,Seller,train,ok 85 is finr,Accepting the buyer's offer
res_CB,C_3cfdfad9aa444a089c7dab41dcb15a4d,11,Buyer,train,Thank you so much!,Expressing gratitude
res_CB,C_47c2fabc2c2f46b8ad35fea1a28e0eba,0,Buyer,train,Hello. How is the couch in great condition?,Initiate conversation and inquire about the condition of the couch
res_CB,C_47c2fabc2c2f46b8ad35fea1a28e0eba,1,Seller,train,"Well even though we have had it for about five years, we have always kept it as clean as possible.",Provide information about the couch's condition and reassure the buyer
res_CB,C_47c2fabc2c2f46b8ad35fea1a28e0eba,2,Buyer,train,Thanks! Is it comfortable?,Express gratitude and inquire about the comfort of the couch
res_CB,C_47c2fabc2c2f46b8ad35fea1a28e0eba,3,Seller,train,"Yes, it is extremely comfortable, and it almost has a perfect rating.",Confirm the comfort of the couch and provide additional positive information
res_CB,C_47c2fabc2c2f46b8ad35fea1a28e0eba,4,Buyer,train,Sounds good. Would you accept $1345?,Express interest and make an initial offer
res_CB,C_47c2fabc2c2f46b8ad35fea1a28e0eba,5,Seller,train,"That seems a little low, could you go a bit higher?",Negotiate by indicating the initial offer is too low and request a higher offer
res_CB,C_47c2fabc2c2f46b8ad35fea1a28e0eba,6,Buyer,train,Would you accept $1375?,Make a counteroffer
res_CB,C_47c2fabc2c2f46b8ad35fea1a28e0eba,7,Seller,train,Could you do $1395?,Negotiate further by suggesting a slightly higher price
res_CB,C_47c2fabc2c2f46b8ad35fea1a28e0eba,8,Buyer,train,That works!,Agree to the seller's suggested price
res_CB,C_47c2fabc2c2f46b8ad35fea1a28e0eba,9,Seller,train,Thanks,Express gratitude
res_CB,C_e0f48b71717749bfbae94fda8ace627b,0,Buyer,train,Hi. I am interested in the apartment you have listed. Can you give me a little more information about it?,Express interest and request more information
res_CB,C_e0f48b71717749bfbae94fda8ace627b,1,Seller,train,Well its a great place well designed and well lit,Provide a general positive description
res_CB,C_e0f48b71717749bfbae94fda8ace627b,2,Buyer,train,Are there any swimming pools? Any utilities included in the monthly price? How new is the unit?,Request specific details about amenities and unit age
res_CB,C_e0f48b71717749bfbae94fda8ace627b,3,Seller,train,No pools but we have a fitness center and we are close to a lot of entertainment venues. We have a pet spa and a fire pit for get together and of course the maintenance of all these amenities is included in the price,Provide detailed information about amenities and included maintenance
res_CB,C_e0f48b71717749bfbae94fda8ace627b,4,Buyer,train,Is there any utilities included? How new is the unit? These were not answered in your above answer.,Seek clarification on previously unanswered questions
res_CB,C_e0f48b71717749bfbae94fda8ace627b,5,Seller,train,No utilities and the unit is only in its 5 th year however all appliances are upgrades and so are the fixtures so I can promise a fairly low utility bill in relation to your utility usage,Clarify utility inclusion and provide information on unit age and upgrades
res_CB,C_e0f48b71717749bfbae94fda8ace627b,6,Buyer,train,"The monthly price is a bit steep, are you able to negotiate?",Express concern about price and inquire about negotiation
res_CB,C_e0f48b71717749bfbae94fda8ace627b,7,Seller,train,You know what normally i would say no but im gonna go talk to my manager and see what he say give me a few,Show willingness to negotiate and promise to consult manager
res_CB,C_e0f48b71717749bfbae94fda8ace627b,8,Buyer,train,"Okay, thank you so much.",Express gratitude
res_CB,C_e0f48b71717749bfbae94fda8ace627b,9,Seller,train,Oh my God this never happens my. Manager is willing to waive your application fee and take ten dollars off your monthly rent with the first month free meaning you'll only have to pay 936 per month I swear this never happens and I have no idea what's gotten into him.,Convey unexpected positive outcome from manager consultation
res_CB,C_e0f48b71717749bfbae94fda8ace627b,10,Buyer,train,"While that is a great deal, is there anyway he would go to $800 a month with all the above terms. I am new to the area and things are a little tight right now. I would also be a long term renter.",Attempt further negotiation citing personal circumstances and long-term rental intention
res_CB,C_e0f48b71717749bfbae94fda8ace627b,11,Seller,train,I am really sorry. That's.  The most I've ever seen him do to be honest he normally maxes out at 5 off. I think with his current mood  i could get him to 926 and throw in a key to the gym,Express limitations and offer a slightly better deal
res_CB,C_e0f48b71717749bfbae94fda8ace627b,12,Buyer,train,Do you think that you could talk him into $850?,Attempt another negotiation
res_CB,C_e0f48b71717749bfbae94fda8ace627b,13,Seller,train,no and.  I dont want to bother him too much or else his mood may go bad,Decline further negotiation and express concern about manager's mood
res_CB,C_e0f48b71717749bfbae94fda8ace627b,14,Buyer,train,"Awe, that is still pretty steep.",Express disappointment
res_CB,C_e0f48b71717749bfbae94fda8ace627b,15,Seller,train,Give me another few mins ill grill him a little more,Offer to make another attempt at negotiation
res_CB,C_e0f48b71717749bfbae94fda8ace627b,16,Buyer,train,"Okay, thank you. I really hope you can get him down more. Like I said, I would be a long term renter and I pay on time every month.",Express hope and reiterate long-term rental intention
res_CB,C_e0f48b71717749bfbae94fda8ace627b,17,Seller,train,ok so I spoke to him and he got a little annoyed but that may have worked in your favor he said 900 and that's it final offer,Convey final offer after another consultation with manager
res_CB,C_e0f48b71717749bfbae94fda8ace627b,18,Buyer,train,"Is all the above terms still apply to this offer? No application fee, and free first months rent and a key to the gym?",Seek confirmation on terms of the final offer
res_CB,C_e0f48b71717749bfbae94fda8ace627b,19,Seller,train,Why of course and i promise as soon as you move in you will see the value of the place,Confirm terms and reassure value
res_CB,C_e0f48b71717749bfbae94fda8ace627b,20,Buyer,train,"Okay, you got yourself a deal.",Accept the deal
res_CB,C_79eebd02c22048c19beb051dbf0276ac,0,Buyer,train,Hello,Greeting the seller
res_CB,C_79eebd02c22048c19beb051dbf0276ac,1,Seller,train,"Hi, how are you doing today?",Establishing rapport with the buyer
res_CB,C_79eebd02c22048c19beb051dbf0276ac,2,Buyer,train,Good thanks. I was looking at your listing for the Mustang... is that the original paint ?,Inquiring about the condition of the car's paint
res_CB,C_79eebd02c22048c19beb051dbf0276ac,3,Seller,train,No thats a special paintjob.       Its an upgraded metallic paint.    Paint job alone cost me $600  bucks,Providing details about the car's paint and its cost
res_CB,C_79eebd02c22048c19beb051dbf0276ac,4,Buyer,train,Great. How many miles does it have on it?,Asking for the car's mileage
res_CB,C_79eebd02c22048c19beb051dbf0276ac,5,Seller,train,For being a nearly 8 year vehicle the Roush Mustang only has 15K miles on it,Providing the car's mileage and emphasizing its low usage
res_CB,C_79eebd02c22048c19beb051dbf0276ac,6,Buyer,train,Great. What kind of mileage is it though? What kind of driving have you done with it?,Seeking more details about the car's usage and fuel efficiency
res_CB,C_79eebd02c22048c19beb051dbf0276ac,7,Seller,train,"Vehicle has had only 1 owner (myself)   purchased Mustang with only 12 miles on it.    I have only done local driving with the car,  averaging just under 2k Miles a year with it.   This is not my primary transportation.  I have kept up on the oil changes and just did a full tune up on the car 8 months ago. . .. . . purring like a kitten",Providing detailed history and maintenance information about the car
res_CB,C_79eebd02c22048c19beb051dbf0276ac,8,Buyer,train,"Alright, I would like to come check it out and get a test drive. If I am able to pay cash would you consider $25000?",Expressing interest in a test drive and making a cash offer
res_CB,C_79eebd02c22048c19beb051dbf0276ac,9,Seller,train,"Best I will accept (cash offer)   would be an even $27,000  because a non mod  clean ass Roush Mustang is a rare find today and mine is in amazing condition and has been WELL up-kept and maintained",Countering the buyer's offer with a higher price and justifying it
res_CB,C_79eebd02c22048c19beb051dbf0276ac,10,Buyer,train,Do you have a cover for it?,Inquiring about additional accessories (car cover)
res_CB,C_79eebd02c22048c19beb051dbf0276ac,11,Seller,train,"Yes I can include the ""like new""  cover for the Mustang and throw in some Armorall for the Wheels and the Interior, and the matching Seat Covers and Wheel cover  for and even  $27,100?    :)",Offering additional accessories and slightly adjusting the price
res_CB,C_79eebd02c22048c19beb051dbf0276ac,12,Buyer,train,That sounds fair.,Agreeing to the seller's terms
res_CB,C_8d433f2deccc4176830622217a86c456,0,Seller,train,Thanks for viewing the listing.,Expressing gratitude for viewing the listing
res_CB,C_8d433f2deccc4176830622217a86c456,1,Buyer,train,No problem. I'm interested. Do you have any one bedroom apartments?,Expressing interest and inquiring about availability of one bedroom apartments
res_CB,C_8d433f2deccc4176830622217a86c456,2,Seller,train,"Yes, we do have one bedroom apartments. Any other questions?",Confirming availability and inviting further questions
res_CB,C_8d433f2deccc4176830622217a86c456,3,Buyer,train,"Well, the price is pretty high, can we bring it down to a more reasonable price. It's just me and 1875 is too steep for me.",Expressing concern about the price and initiating negotiation
res_CB,C_8d433f2deccc4176830622217a86c456,4,Seller,train,How would $1800 work? Or would you need lower?,Offering a counter-proposal and seeking further clarification
res_CB,C_8d433f2deccc4176830622217a86c456,5,Buyer,train,"Still way too high. I was thinking 1,100.",Rejecting the counter-proposal and suggesting a lower price
res_CB,C_8d433f2deccc4176830622217a86c456,6,Seller,train,I can't go as low as $1100. What about $1500?,Rejecting the suggested price and offering a new counter-proposal
res_CB,C_8d433f2deccc4176830622217a86c456,7,Buyer,train,The most I can go is 1300.,Setting a firm upper limit on the price they are willing to pay
res_CB,C_8d433f2deccc4176830622217a86c456,8,Seller,train,$1350 and we have a deal,Proposing a final price close to the buyer's limit
res_CB,C_8d433f2deccc4176830622217a86c456,9,Buyer,train,We can do that.,Agreeing to the final proposed price
res_CB,C_16431f78d2204608b5d156c38a702cbd,0,Seller,train,are you in the market for an apartment?,Initiate conversation and gauge interest
res_CB,C_16431f78d2204608b5d156c38a702cbd,1,Buyer,train,"Yes, I am.",Confirm interest
res_CB,C_16431f78d2204608b5d156c38a702cbd,2,Seller,train,"I have a beautiful one bedroom apartment in Richmond, CA for only $1595",Present an offer
res_CB,C_16431f78d2204608b5d156c38a702cbd,3,Buyer,train,That's great. I would like to rent it for $797.,Negotiate price
res_CB,C_16431f78d2204608b5d156c38a702cbd,4,Seller,train,"Half the price? I'm sorry but I cannot accept that...You have a parking space, a fall bathroom and kitchen",Reject offer and justify price
res_CB,C_16431f78d2204608b5d156c38a702cbd,5,Buyer,train,I can move in right away if I get it for 797.,Provide incentive for lower price
res_CB,C_16431f78d2204608b5d156c38a702cbd,6,Seller,train,"I can't go lower than $1400, not with the perfect location",Set a minimum acceptable price
res_CB,C_16431f78d2204608b5d156c38a702cbd,7,Buyer,train,I can sign a 3 year lease.,Offer a long-term commitment
res_CB,C_16431f78d2204608b5d156c38a702cbd,8,Seller,train,I'll lock in the price for you (rent typically increases over time) at $1400,Provide a counter-offer with a benefit
res_CB,C_16431f78d2204608b5d156c38a702cbd,9,Buyer,train,Can you lock it in at 1200?,Negotiate further
res_CB,C_16431f78d2204608b5d156c38a702cbd,10,Seller,train,Deal!,Accept the final offer
res_CB,C_827d38022e9a4dbd87b4ad71b977599a,0,Seller,train,Hello i am selling my yoga bliss cruiser,Initiate conversation and introduce the item for sale
res_CB,C_827d38022e9a4dbd87b4ad71b977599a,1,Buyer,train,I see that! I think it is what I have been looking for.,Express interest and indicate that the item meets their needs
res_CB,C_827d38022e9a4dbd87b4ad71b977599a,2,Seller,train,well the condition is good and you will love the features. and it even has a cargo rack,Provide additional information about the item's condition and features
res_CB,C_827d38022e9a4dbd87b4ad71b977599a,3,Buyer,train,It looks like it is in really great condition but I am not able to pay the 100. Can you come down at all?,Express interest in the item's condition and initiate price negotiation
res_CB,C_827d38022e9a4dbd87b4ad71b977599a,4,Seller,train,I understand I would be willing to take a little less. would you be able to pick it up?,Show willingness to negotiate and inquire about the buyer's ability to pick up the item
res_CB,C_827d38022e9a4dbd87b4ad71b977599a,5,Buyer,train,Yes I can come this evening around 7 if that works but then what would the price be?,Confirm ability to pick up the item and seek clarification on the new price
res_CB,C_827d38022e9a4dbd87b4ad71b977599a,6,Seller,train,I would accept 90 for it,Propose a new price of $90
res_CB,C_827d38022e9a4dbd87b4ad71b977599a,7,Buyer,train,I still don't have that much and I really want it. Can we do 70?,Express inability to pay the proposed price and counter with a lower offer
res_CB,C_827d38022e9a4dbd87b4ad71b977599a,8,Seller,train,70 is quite low my best offer would be 80.,Reject the lower offer and propose a slightly higher price
res_CB,C_827d38022e9a4dbd87b4ad71b977599a,9,Buyer,train,I have 75 dollars cash and I don't have a penny more. Please would you accept that amount?,State the maximum amount they can pay and make a final plea for acceptance
res_CB,C_827d38022e9a4dbd87b4ad71b977599a,10,Seller,train,I can understand I will accept $75,Agree to the buyer's final offer
res_CB,C_827d38022e9a4dbd87b4ad71b977599a,11,Buyer,train,Thank you so much!,Express gratitude
res_CB,C_827d38022e9a4dbd87b4ad71b977599a,12,Seller,train,no problem,Acknowledge the gratitude
res_CB,C_e89154c0d0614d49b1a1377c07231bdd,0,Seller,train,"Hello, are you interested in the apartment I have available to rent?",Initiate conversation and gauge interest in the apartment
res_CB,C_e89154c0d0614d49b1a1377c07231bdd,1,Buyer,train,Yes I am. How big is the bedroom?,Express interest and inquire about the size of the bedroom
res_CB,C_e89154c0d0614d49b1a1377c07231bdd,2,Seller,train,It is about 20x20.,Provide information about the bedroom size
res_CB,C_e89154c0d0614d49b1a1377c07231bdd,3,Buyer,train,Thanks. Are pets allowed?,Thank the seller and inquire about pet policy
res_CB,C_e89154c0d0614d49b1a1377c07231bdd,4,Seller,train,"Absolutely, there is even a small dog park on the property.",Confirm pets are allowed and provide additional information about a dog park
res_CB,C_e89154c0d0614d49b1a1377c07231bdd,5,Buyer,train,Sounds great. IS the washer and dryer included?,Express approval and inquire about washer and dryer inclusion
res_CB,C_e89154c0d0614d49b1a1377c07231bdd,6,Seller,train,"Yes, the washer and dryer are in the unit and included in the price.+",Confirm washer and dryer are included in the unit and price
res_CB,C_e89154c0d0614d49b1a1377c07231bdd,7,Buyer,train,Great. Would you accept $1125?,Express approval and make a rental offer
res_CB,C_e89154c0d0614d49b1a1377c07231bdd,8,Seller,train,That is a bit too low. I have it listed for $2250.  I could take $2000,Reject the initial offer  provide the listed price  and make a counteroffer
res_CB,C_e89154c0d0614d49b1a1377c07231bdd,9,Buyer,train,I understand. $2000 is a bit much. Could you do $1800?,Express understanding and make a second counteroffer
res_CB,C_e89154c0d0614d49b1a1377c07231bdd,10,Seller,train,I can make that work. Come in tomorrow and we can work out a move in date.,Accept the second counteroffer and suggest setting a move-in date
res_CB,C_e89154c0d0614d49b1a1377c07231bdd,11,Buyer,train,Will do!,Agree to the suggested plan
res_CB,C_a2190e81da20405895ed8f56046b6b98,0,Buyer,train,Hello,Greeting the seller
res_CB,C_a2190e81da20405895ed8f56046b6b98,1,Seller,train,hello,Responding to the greeting
res_CB,C_a2190e81da20405895ed8f56046b6b98,2,Buyer,train,I am interested in the place. Is it in good condition?,Expressing interest and inquiring about the condition
res_CB,C_a2190e81da20405895ed8f56046b6b98,3,Seller,train,yes,Confirming the good condition
res_CB,C_a2190e81da20405895ed8f56046b6b98,4,Buyer,train,The price is kind of high. Are you willing to lower it a bit for me?,Expressing concern about the price and negotiating
res_CB,C_a2190e81da20405895ed8f56046b6b98,5,Seller,train,a little,Indicating willingness to negotiate slightly
res_CB,C_a2190e81da20405895ed8f56046b6b98,6,Buyer,train,Feel free to elaborate if you want. Can I come by and take a look at it today?,Encouraging further elaboration and requesting a visit
res_CB,C_a2190e81da20405895ed8f56046b6b98,7,Seller,train,i'll take $200 less and yes you can come by],Offering a specific discount and agreeing to the visit
res_CB,C_a2190e81da20405895ed8f56046b6b98,8,Buyer,train,How bout 400 less? I would like to pay 2500 for it.,Proposing a larger discount and stating a desired price
res_CB,C_a2190e81da20405895ed8f56046b6b98,9,Seller,train,how about we meet in between and lets say $2600,Counter-proposing a middle-ground price
res_CB,C_a2190e81da20405895ed8f56046b6b98,10,Buyer,train,2600 can work. That will be fine. Let's make a deal.,Accepting the counter-proposal and agreeing to the deal
res_CB,C_2f2abb8d2a3f41df9d15860c1975f1d0,0,Seller,train,"Hello, are you interested in the end tables?",Initiate conversation and gauge interest
res_CB,C_2f2abb8d2a3f41df9d15860c1975f1d0,1,Buyer,train,Yes very! Can you give me some details on it?,Express interest and request more information
res_CB,C_2f2abb8d2a3f41df9d15860c1975f1d0,2,Seller,train,"2 hexagon tables 27"" at the widest (corner to corner) and 19"" tall oak wood, no stains and from non-smoking home",Provide detailed description of the product
res_CB,C_2f2abb8d2a3f41df9d15860c1975f1d0,3,Buyer,train,Sounds awesome! How much are you willing to sell it for?,Express approval and inquire about the price
res_CB,C_2f2abb8d2a3f41df9d15860c1975f1d0,4,Seller,train,I really wanted to ask 80 a piece since they are in excellent condition but today is your lucky day!  150 takes both of them.,State desired price and offer a discount
res_CB,C_2f2abb8d2a3f41df9d15860c1975f1d0,5,Buyer,train,I am will to pay 120 for both as I am on a tight budget!,Negotiate a lower price due to budget constraints
res_CB,C_2f2abb8d2a3f41df9d15860c1975f1d0,6,Seller,train,"I understand budget constraints but these are oak tables, no stains and excellent condition.  140 and I'll deliver them",Justify the price and make a counteroffer with added value
res_CB,C_2f2abb8d2a3f41df9d15860c1975f1d0,7,Buyer,train,Ill pay $135 and you have a deal!,Make a final counteroffer
res_CB,C_2f2abb8d2a3f41df9d15860c1975f1d0,8,Seller,train,ok I'll accept 135 but you will have to pick them up.  deal?,Accept the counteroffer with a condition
res_CB,C_2f2abb8d2a3f41df9d15860c1975f1d0,9,Buyer,train,Deal!,Confirm the agreement
res_CB,C_5058314181284fda8f1cd5211d48d943,0,Seller,train,Good Morning,Greeting the buyer
res_CB,C_5058314181284fda8f1cd5211d48d943,1,Buyer,train,Good Morning.,Responding to the greeting
res_CB,C_5058314181284fda8f1cd5211d48d943,2,Seller,train,Are you interested in buying my bike?,Inquiring about the buyer's interest in the bike
res_CB,C_5058314181284fda8f1cd5211d48d943,3,Buyer,train,Yes I am. How old is it?,Confirming interest and asking for more information
res_CB,C_5058314181284fda8f1cd5211d48d943,4,Seller,train,"Just a few months, has only been rode about 50 miles",Providing details about the bike's age and usage
res_CB,C_5058314181284fda8f1cd5211d48d943,5,Buyer,train,"Wow, why?",Expressing surprise and seeking an explanation
res_CB,C_5058314181284fda8f1cd5211d48d943,6,Seller,train,"It's my wife's, she started working full time now so she doesn't have the time to ride anymore.",Explaining the reason for selling the bike
res_CB,C_5058314181284fda8f1cd5211d48d943,7,Buyer,train,I can't afford $1100 what is the lowest you can do on it?,Expressing inability to afford the asking price and inquiring about the lowest price
res_CB,C_5058314181284fda8f1cd5211d48d943,8,Seller,train,"I can negotiate on the price a little, what were you thinking you can afford?",Indicating willingness to negotiate and asking for the buyer's offer
res_CB,C_5058314181284fda8f1cd5211d48d943,9,Buyer,train,Can you do $800?,Making a counteroffer
res_CB,C_5058314181284fda8f1cd5211d48d943,10,Seller,train,"I am so sorry I don't think I can go that low, could you do $925?",Declining the counteroffer and making a new offer
res_CB,C_5058314181284fda8f1cd5211d48d943,11,Buyer,train,How about $900?,Making a final counteroffer
res_CB,C_5058314181284fda8f1cd5211d48d943,12,Seller,train,"Yeah I can do that, when woud you like to pick it up?",Accepting the final counteroffer and asking about pickup time
res_CB,C_5058314181284fda8f1cd5211d48d943,13,Buyer,train,Today if possible.,Indicating a preferred pickup time
res_CB,C_5058314181284fda8f1cd5211d48d943,14,Seller,train,"Ok, great, I am home all day today.",Confirming availability for the pickup time
res_CB,C_5058314181284fda8f1cd5211d48d943,15,Buyer,train,Sounds good.,Expressing agreement
res_CB,C_a03bad43ef554b5b858e4ddde3d4d459,0,Seller,train,Hi how are you?,Greeting the buyer and initiating the conversation.
res_CB,C_a03bad43ef554b5b858e4ddde3d4d459,1,Buyer,train,"Hello, I'm interested in buying the truck. I have a couple questions. I'm good thank-you and you?",Expressing interest in the truck and indicating the intention to ask questions while also responding to the greeting.
res_CB,C_a03bad43ef554b5b858e4ddde3d4d459,2,Seller,train,Vey well. How can i help you?,Offering assistance and asking how they can help.
