dataset,dialogue_id,utterance_idx,speaker,utterance,gpt-4o_speaker_intention,Salary,Position,Weekly holiday,Workplace,Company
ji,8e1b74c0-1d6e-11e9-80e0-6c96cfdf0295,1,recruiter,hello,Respond to greeting,40.0,Engineer,6.0,Sydney,Apple
ji,8e1b74c0-1d6e-11e9-80e0-6c96cfdf0295,2,worker,Can I be an Engineer at Google?,Express interest in a specific job position at Google,40.0,Engineer,6.0,Sydney,Apple
ji,8e1b74c0-1d6e-11e9-80e0-6c96cfdf0295,3,worker,I would be happy to work in Beijing,Indicate willingness to relocate to Beijing for the job,40.0,Engineer,6.0,Sydney,Apple
ji,8e1d3850-1d6e-11e9-936e-6c96cfdf0295,0,recruiter,Hi there!,To greet the worker and initiate the conversation.,50.0,Engineer,2.0,Beijing,Google
ji,8e1d3850-1d6e-11e9-936e-6c96cfdf0295,1,recruiter,We have openings in Apple and Google,To inform the worker about job openings at Apple and Google.,50.0,Engineer,2.0,Beijing,Google
ji,8e1d3850-1d6e-11e9-936e-6c96cfdf0295,2,worker,google is fine,To express a preference for a job at Google.,50.0,Engineer,2.0,Beijing,Google
ji,8e22d9b8-1d6e-11e9-b287-6c96cfdf0295,0,recruiter,hi,Initiate conversation,35.0,Engineer,4.0,Beijing,Google
ji,8e22d9b8-1d6e-11e9-b287-6c96cfdf0295,1,recruiter,hello,Reinforce greeting,35.0,Engineer,4.0,Beijing,Google
ji,8e22d9b8-1d6e-11e9-b287-6c96cfdf0295,2,worker,Hi there,Respond to greeting,35.0,Engineer,4.0,Beijing,Google
ji,8e26089a-1d6e-11e9-b6b6-6c96cfdf0295,0,worker,hi there,greet the recruiter,35.0,Engineer,4.0,Tokyo,Apple
ji,8e26089a-1d6e-11e9-b6b6-6c96cfdf0295,1,recruiter,hello,greet the worker,35.0,Engineer,4.0,Tokyo,Apple
ji,8e26089a-1d6e-11e9-b6b6-6c96cfdf0295,2,worker,what do you have at apple?,inquire about job opportunities at Apple,35.0,Engineer,4.0,Tokyo,Apple
ji,8e26d626-1d6e-11e9-a2dc-6c96cfdf0295,0,recruiter,"Hi, what are you looking for?",To inquire about the worker's job preferences.,38.0,Designer,2.0,Beijing,Amazon
ji,8e26d626-1d6e-11e9-a2dc-6c96cfdf0295,1,worker,"Um, this is wierd, I just joined the hit",To express confusion or uncertainty about the situation.,38.0,Designer,2.0,Beijing,Amazon
ji,8e26d626-1d6e-11e9-a2dc-6c96cfdf0295,2,worker,could be broken?,To suggest that there might be a technical issue.,38.0,Designer,2.0,Beijing,Amazon
ji,8e26d626-1d6e-11e9-a2dc-6c96cfdf0295,3,worker,Hello!,To greet the recruiter and establish communication.,38.0,Designer,2.0,Beijing,Amazon
ji,8e26d626-1d6e-11e9-a2dc-6c96cfdf0295,4,recruiter,And if we can possibly do this quick so that I don't have to reload this page again,To request a quick resolution to avoid reloading the page.,38.0,Designer,2.0,Beijing,Amazon
ji,8e26d626-1d6e-11e9-a2dc-6c96cfdf0295,5,worker,"Alright, I'm looking for Amazon",To specify interest in a job at Amazon.,38.0,Designer,2.0,Beijing,Amazon
ji,8e26d626-1d6e-11e9-a2dc-6c96cfdf0295,6,worker,Designer/Manager ideal,To indicate a preference for a Designer/Manager role.,38.0,Designer,2.0,Beijing,Amazon
ji,8e26d626-1d6e-11e9-a2dc-6c96cfdf0295,7,recruiter,Is designer okay?,To confirm if the worker is okay with a designer position.,38.0,Designer,2.0,Beijing,Amazon
ji,8e26d626-1d6e-11e9-a2dc-6c96cfdf0295,8,recruiter,Godd,To acknowledge the previous message with a typo.,38.0,Designer,2.0,Beijing,Amazon
ji,8e29d9f4-1d6e-11e9-96d8-6c96cfdf0295,0,recruiter,want to work at Google or Amazon?,To inquire about the worker's interest in job opportunities at Google or Amazon.,35.0,Designer,2.0,Sydney,Facebook
ji,8e29d9f4-1d6e-11e9-96d8-6c96cfdf0295,1,worker,hey!,To greet the recruiter.,35.0,Designer,2.0,Sydney,Facebook
ji,8e29d9f4-1d6e-11e9-96d8-6c96cfdf0295,2,recruiter,hello,To return the greeting.,35.0,Designer,2.0,Sydney,Facebook
ji,8e29d9f4-1d6e-11e9-96d8-6c96cfdf0295,3,worker,"i can do google as a designer but would really prefer facebook, not sure if you can work that",To express a preference for working at Facebook as a designer and to inquire if the recruiter can facilitate that.,35.0,Designer,2.0,Sydney,Facebook
ji,8e2b67d8-1d6e-11e9-856e-6c96cfdf0295,0,recruiter,Hi.,Initiate conversation,40.0,Manager,4.0,Tokyo,Google
ji,8e2b67d8-1d6e-11e9-856e-6c96cfdf0295,1,recruiter,I'm a good at sales.,Express confidence in sales skills,40.0,Manager,4.0,Tokyo,Google
ji,8e2b67d8-1d6e-11e9-856e-6c96cfdf0295,2,worker,Hello id like to work as an engineer or manager at google.,Express desire to work as an engineer or manager at Google,40.0,Manager,4.0,Tokyo,Google
ji,8e2d1434-1d6e-11e9-bd8c-6c96cfdf0295,0,worker,Hello,Greeting the recruiter,38.0,Manager,4.0,Seoul,Facebook
ji,8e2d1434-1d6e-11e9-bd8c-6c96cfdf0295,1,recruiter,Hi!,Responding to the greeting,38.0,Manager,4.0,Seoul,Facebook
ji,8e2d1434-1d6e-11e9-bd8c-6c96cfdf0295,2,recruiter,I am looking for a job in Seoul.,Expressing a desire to find a job in Seoul,38.0,Manager,4.0,Seoul,Facebook
ji,8e2d1434-1d6e-11e9-bd8c-6c96cfdf0295,3,worker,You're the recruiter,Clarifying the recruiter's role,38.0,Manager,4.0,Seoul,Facebook
ji,8e2d1434-1d6e-11e9-bd8c-6c96cfdf0295,4,recruiter,Perhaps with Apple?,Suggesting a potential job opportunity with Apple,38.0,Manager,4.0,Seoul,Facebook
ji,8e2d1434-1d6e-11e9-bd8c-6c96cfdf0295,5,recruiter,Oh sorry it changed after refreshing. Haha,Clarifying a mistake and lightening the mood with humor,38.0,Manager,4.0,Seoul,Facebook
ji,8e2d1434-1d6e-11e9-bd8c-6c96cfdf0295,6,worker,Haha it's fine,Accepting the mistake and maintaining a friendly tone,38.0,Manager,4.0,Seoul,Facebook
ji,8e2d1434-1d6e-11e9-bd8c-6c96cfdf0295,7,worker,I'm good with anything as long as it's Facebook,Expressing flexibility with job options  with a preference for Facebook,38.0,Manager,4.0,Seoul,Facebook
ji,8e2d1434-1d6e-11e9-bd8c-6c96cfdf0295,8,worker,Apple is fine as well,Indicating openness to working with Apple as well,38.0,Manager,4.0,Seoul,Facebook
ji,8e2d1434-1d6e-11e9-bd8c-6c96cfdf0295,9,worker,Would it be possible to get $35+ and anywhere that isn't Seoul,Stating salary expectations and location preference,38.0,Manager,4.0,Seoul,Facebook
ji,8e2d1434-1d6e-11e9-bd8c-6c96cfdf0295,10,worker,2 day holiday is fine with me,Indicating flexibility with holiday terms,38.0,Manager,4.0,Seoul,Facebook
ji,8e2d1434-1d6e-11e9-bd8c-6c96cfdf0295,11,recruiter,Sorry I need Seoul. But I can do $35 and Apple,Stating a requirement for the job location and offering a salary and company option,38.0,Manager,4.0,Seoul,Facebook
ji,8e2d1434-1d6e-11e9-bd8c-6c96cfdf0295,12,worker,Can you do manager at Apple then? I know designer and sales would lower your score but I'm trying to compromise,Requesting a specific job position and explaining willingness to compromise,38.0,Manager,4.0,Seoul,Facebook
ji,8e3134a4-1d6e-11e9-a235-6c96cfdf0295,0,worker,Hi,Initiate conversation,20.0,Engineer,5.0,Tokyo,Facebook
ji,8e3134a4-1d6e-11e9-a235-6c96cfdf0295,1,recruiter,Hello,Respond to greeting,20.0,Engineer,5.0,Tokyo,Facebook
ji,8e3134a4-1d6e-11e9-a235-6c96cfdf0295,2,worker,I'm looking for a spot at apple. I like Iphones.,Express desire to work at Apple and interest in iPhones,20.0,Engineer,5.0,Tokyo,Facebook
ji,8e3134a4-1d6e-11e9-a235-6c96cfdf0295,3,worker,I'm a good engineer.,Assert qualification as a good engineer,20.0,Engineer,5.0,Tokyo,Facebook
ji,8e3134a4-1d6e-11e9-a235-6c96cfdf0295,4,worker,"Or manager, but only at apple.",Express willingness to work as a manager but only at Apple,20.0,Engineer,5.0,Tokyo,Facebook
ji,8e3134a4-1d6e-11e9-a235-6c96cfdf0295,5,recruiter,I could only do sales at apple,Inform about available position in sales at Apple,20.0,Engineer,5.0,Tokyo,Facebook
ji,8e3134a4-1d6e-11e9-a235-6c96cfdf0295,6,worker,That's the worst for me. I don't like talking to people.,Express dislike for sales and talking to people,20.0,Engineer,5.0,Tokyo,Facebook
ji,8e320208-1d6e-11e9-9125-6c96cfdf0295,0,recruiter,Hello!,To initiate the conversation,26.0,Sales,5.0,Beijing,Google
ji,8e320208-1d6e-11e9-9125-6c96cfdf0295,1,worker,Hey,To acknowledge the recruiter's greeting,26.0,Sales,5.0,Beijing,Google
ji,8e320208-1d6e-11e9-9125-6c96cfdf0295,2,recruiter,"Today, we're looking for Sales-people and designers!",To inform the worker about the job openings,26.0,Sales,5.0,Beijing,Google
ji,8e320208-1d6e-11e9-9125-6c96cfdf0295,3,worker,Hit expires in 4 min fyi,To inform the recruiter about the time constraint,26.0,Sales,5.0,Beijing,Google
ji,8e320208-1d6e-11e9-9125-6c96cfdf0295,4,worker,Ok lemmie see wht works for me,To express willingness to consider the job options,26.0,Sales,5.0,Beijing,Google
ji,8e320208-1d6e-11e9-9125-6c96cfdf0295,5,recruiter,"Apple, google and amazon are hiring!",To provide more details about the companies hiring,26.0,Sales,5.0,Beijing,Google
ji,8e320208-1d6e-11e9-9125-6c96cfdf0295,6,worker,Seoul important for me. But how is that?,To express a preference for Seoul and seek clarification,26.0,Sales,5.0,Beijing,Google
ji,8e339352-1d6e-11e9-b5a9-6c96cfdf0295,0,recruiter,Hi there we have some great positions in google and apple,To inform the worker about available job positions at Google and Apple,35.0,Sales,2.0,Tokyo,Apple
ji,8e339352-1d6e-11e9-b5a9-6c96cfdf0295,1,worker,what are they,To inquire about the specific job positions being offered,35.0,Sales,2.0,Tokyo,Apple
ji,8e385112-1d6e-11e9-b7ee-6c96cfdf0295,0,recruiter,"Hi, what kind of work are you interested in?",To inquire about the worker's job interests,30.0,Designer,3.0,Sydney,Amazon
ji,8e385112-1d6e-11e9-b7ee-6c96cfdf0295,1,worker,Hello,To greet the recruiter,30.0,Designer,3.0,Sydney,Amazon
ji,8e385112-1d6e-11e9-b7ee-6c96cfdf0295,2,worker,Can I get designer at Facebook?,To express interest in a specific job position at Facebook,30.0,Designer,3.0,Sydney,Amazon
ji,8e3c7ac6-1d6e-11e9-8d60-6c96cfdf0295,0,recruiter,what location are you looking for,To inquire about the worker's preferred job location.,35.0,Engineer,3.0,Tokyo,Amazon
ji,8e3c7ac6-1d6e-11e9-8d60-6c96cfdf0295,1,worker,I would like either an engineer at google or amazon. Or a manager at google. In Beijing please,To express a preference for specific job roles and locations.,35.0,Engineer,3.0,Tokyo,Amazon
ji,8e3e0422-1d6e-11e9-836e-6c96cfdf0295,0,recruiter,Hello,Initiate conversation,33.0,Designer,3.0,Seoul,Amazon
ji,8e3e0422-1d6e-11e9-836e-6c96cfdf0295,1,worker,"Hi, I am looking for a job.",Express desire to find a job,33.0,Designer,3.0,Seoul,Amazon
ji,8e3e0422-1d6e-11e9-836e-6c96cfdf0295,2,recruiter,May I ask what you are looking for?,Seek clarification on worker's job preferences,33.0,Designer,3.0,Seoul,Amazon
ji,8e3e0422-1d6e-11e9-836e-6c96cfdf0295,3,recruiter,Let me see what I have available,Indicate willingness to check available job options,33.0,Designer,3.0,Seoul,Amazon
ji,8e3ecc5e-1d6e-11e9-ad39-6c96cfdf0295,0,recruiter,Hi!,Initiate conversation,50.0,Designer,3.0,Beijing,Facebook
ji,8e3ecc5e-1d6e-11e9-ad39-6c96cfdf0295,1,worker,hello!,Respond to greeting,50.0,Designer,3.0,Beijing,Facebook
ji,8e3ecc5e-1d6e-11e9-ad39-6c96cfdf0295,2,recruiter,What kind of job are you looking for?,Inquire about job preferences,50.0,Designer,3.0,Beijing,Facebook
ji,8e3ecc5e-1d6e-11e9-ad39-6c96cfdf0295,3,worker,i would ideally like to be a manager for amazon but i could also do design or sales for amazon too,Express job preferences and flexibility,50.0,Designer,3.0,Beijing,Facebook
ji,8e3ecc5e-1d6e-11e9-ad39-6c96cfdf0295,4,worker,would you be open to this?,Seek confirmation of recruiter's openness,50.0,Designer,3.0,Beijing,Facebook
ji,8e3ecc5e-1d6e-11e9-ad39-6c96cfdf0295,5,recruiter,Is there another company you could work foe?,Explore other company options,50.0,Designer,3.0,Beijing,Facebook
ji,8e439ca2-1d6e-11e9-baf4-6c96cfdf0295,0,worker,hi,greet the recruiter,35.0,Designer,3.0,Beijing,Google
ji,8e439ca2-1d6e-11e9-baf4-6c96cfdf0295,1,recruiter,hi,acknowledge the greeting,35.0,Designer,3.0,Beijing,Google
ji,8e4454c6-1d6e-11e9-a37c-6c96cfdf0295,0,worker,hi :),To greet the recruiter and establish a friendly tone,30.0,Manager,3.0,Tokyo,Apple
ji,8e4454c6-1d6e-11e9-a37c-6c96cfdf0295,1,worker,i have a wonderful job available as a apple manager or apple sales,To inform the recruiter about the available job positions,30.0,Manager,3.0,Tokyo,Apple
ji,8e469812-1d6e-11e9-9f2d-6c96cfdf0295,0,worker,Hello,Initiate conversation,35.0,Engineer,4.0,Tokyo,Facebook
ji,8e469812-1d6e-11e9-9f2d-6c96cfdf0295,1,recruiter,Hello,Acknowledge greeting,35.0,Engineer,4.0,Tokyo,Facebook
ji,8e469812-1d6e-11e9-9f2d-6c96cfdf0295,2,worker,I am interested in working at Facebook or Amazon,Express interest in job opportunities at specific companies,35.0,Engineer,4.0,Tokyo,Facebook
ji,8e469812-1d6e-11e9-9f2d-6c96cfdf0295,3,recruiter,What are you looking for?,Inquire about worker's job preferences,35.0,Engineer,4.0,Tokyo,Facebook
ji,8e48daa8-1d6e-11e9-8f42-6c96cfdf0295,0,worker,I am interested in an engineering position,Express interest in an engineering position,35.0,Engineer,4.0,Tokyo,Google
ji,8e48daa8-1d6e-11e9-8f42-6c96cfdf0295,1,worker,That is what is most important,Emphasize the importance of the engineering position,35.0,Engineer,4.0,Tokyo,Google
ji,8e48daa8-1d6e-11e9-8f42-6c96cfdf0295,2,recruiter,I have one at facebook,Inform the worker about an available position at Facebook,35.0,Engineer,4.0,Tokyo,Google
ji,8e4c365a-1d6e-11e9-9480-6c96cfdf0295,0,recruiter,Hello,Initiate conversation,35.0,Designer,3.0,Seoul,Apple
ji,8e4c365a-1d6e-11e9-9480-6c96cfdf0295,1,worker,Hi there.,Respond to greeting,35.0,Designer,3.0,Seoul,Apple
ji,8e4c365a-1d6e-11e9-9480-6c96cfdf0295,2,recruiter,What are you looking for?,Inquire about worker's job preferences,35.0,Designer,3.0,Seoul,Apple
ji,8e4c365a-1d6e-11e9-9480-6c96cfdf0295,3,worker,I'm looking for a job ideally at Facebook or Apple but I have some overall flexibility.,Express desire for a job at Facebook or Apple with flexibility,35.0,Designer,3.0,Seoul,Apple
ji,8e4c365a-1d6e-11e9-9480-6c96cfdf0295,4,recruiter,Good good,Acknowledge worker's preferences,35.0,Designer,3.0,Seoul,Apple
ji,8e4c365a-1d6e-11e9-9480-6c96cfdf0295,5,worker,"A manager at Facebook would be my top choice, but I'm open to Designer jobs at Facebook or Apple after that.",Clarify preference for a manager role at Facebook  open to design roles,35.0,Designer,3.0,Seoul,Apple
ji,8e4c365a-1d6e-11e9-9480-6c96cfdf0295,6,recruiter,What do you think about being an engineer at Facebook?,Propose an engineering role at Facebook,35.0,Designer,3.0,Seoul,Apple
ji,8e4d105c-1d6e-11e9-9211-6c96cfdf0295,0,recruiter,"Hi, let me take a look and see what I can do for you...",To express willingness to assist and evaluate the situation,50.0,Engineer,2.0,Seoul,Apple
ji,8e4d105c-1d6e-11e9-9211-6c96cfdf0295,1,worker,ok,To acknowledge the recruiter's statement,50.0,Engineer,2.0,Seoul,Apple
ji,8e4d105c-1d6e-11e9-9211-6c96cfdf0295,2,worker,weekly holiday,To express a specific preference regarding weekly holidays,50.0,Engineer,2.0,Seoul,Apple
ji,8e4d105c-1d6e-11e9-9211-6c96cfdf0295,3,worker,is not important to me,To emphasize the lack of importance of weekly holidays,50.0,Engineer,2.0,Seoul,Apple
ji,8e4ec514-1d6e-11e9-8a3b-6c96cfdf0295,0,recruiter,Hi,Initiate conversation,30.0,Sales,4.0,Beijing,Facebook
ji,8e4ec514-1d6e-11e9-8a3b-6c96cfdf0295,1,worker,Hello,Respond to greeting,30.0,Sales,4.0,Beijing,Facebook
ji,8e4ec514-1d6e-11e9-8a3b-6c96cfdf0295,2,recruiter,Are you looking for anything particular,Inquire about worker's job preferences,30.0,Sales,4.0,Beijing,Facebook
ji,8e4fdef4-1d6e-11e9-bae1-6c96cfdf0295,0,worker,Hello,Initiate conversation,35.0,Designer,4.0,Tokyo,Amazon
ji,8e4fdef4-1d6e-11e9-bae1-6c96cfdf0295,1,recruiter,hi!,Acknowledge greeting,35.0,Designer,4.0,Tokyo,Amazon
ji,8e4fdef4-1d6e-11e9-bae1-6c96cfdf0295,2,worker,I'm looking for a design position,Express desire to find a design position,35.0,Designer,4.0,Tokyo,Amazon
ji,8e50c846-1d6e-11e9-b8ce-6c96cfdf0295,0,worker,I really want to work for Apple!,Expressing a strong desire to work for Apple,35.0,Designer,3.0,Tokyo,Apple
ji,8e50c846-1d6e-11e9-b8ce-6c96cfdf0295,1,worker,Designer or sales,Specifying preferred job roles at Apple,35.0,Designer,3.0,Tokyo,Apple
ji,8e50c846-1d6e-11e9-b8ce-6c96cfdf0295,2,worker,that would really make my day,Emphasizing how achieving the goal would bring happiness,35.0,Designer,3.0,Tokyo,Apple
ji,8e50c846-1d6e-11e9-b8ce-6c96cfdf0295,3,recruiter,We can do designer,Offering a potential job role as a designer,35.0,Designer,3.0,Tokyo,Apple
ji,8e51b628-1d6e-11e9-9a58-6c96cfdf0295,0,recruiter,hello!,Initiate conversation,42.0,Designer,5.0,Sydney,Facebook
ji,8e51b628-1d6e-11e9-9a58-6c96cfdf0295,1,worker,"Hello, What position do you have available?",Inquire about available job positions,42.0,Designer,5.0,Sydney,Facebook
ji,8e51b628-1d6e-11e9-9a58-6c96cfdf0295,2,worker,Designer?,Clarify interest in a designer position,42.0,Designer,5.0,Sydney,Facebook
ji,8e51b628-1d6e-11e9-9a58-6c96cfdf0295,3,worker,Or sales at apple.,Express interest in a sales position at Apple,42.0,Designer,5.0,Sydney,Facebook
ji,8e51b628-1d6e-11e9-9a58-6c96cfdf0295,4,recruiter,i can do both a designer for amazon or google for you,Offer job options at Amazon or Google,42.0,Designer,5.0,Sydney,Facebook
ji,8e51b628-1d6e-11e9-9a58-6c96cfdf0295,5,recruiter,which ever you prefer,Seek worker's preference,42.0,Designer,5.0,Sydney,Facebook
ji,8e5591fa-1d6e-11e9-ad50-6c96cfdf0295,0,worker,"Hi, how are you today?",To greet the recruiter and initiate the conversation,43.0,Manager,3.0,Seoul,Amazon
ji,8e5591fa-1d6e-11e9-ad50-6c96cfdf0295,1,recruiter,I'm doing well,To respond to the greeting and establish a positive tone,43.0,Manager,3.0,Seoul,Amazon
ji,8e5591fa-1d6e-11e9-ad50-6c96cfdf0295,2,recruiter,I hope you are interested in a manager position,To express hope and gauge the worker's interest in a specific job position,43.0,Manager,3.0,Seoul,Amazon
ji,8e56640c-1d6e-11e9-bcdf-6c96cfdf0295,0,worker,Hello!,Initiate conversation,42.0,Sales,4.0,Sydney,Apple
ji,8e56640c-1d6e-11e9-bcdf-6c96cfdf0295,1,worker,Salary is extremely important to me,Express the importance of salary,42.0,Sales,4.0,Sydney,Apple
ji,8e56640c-1d6e-11e9-bcdf-6c96cfdf0295,2,worker,just a heads up,Provide additional context or warning,42.0,Sales,4.0,Sydney,Apple
ji,8e56640c-1d6e-11e9-bcdf-6c96cfdf0295,3,recruiter,"Hello, how are you today/",Inquire about the worker's well-being,42.0,Sales,4.0,Sydney,Apple
ji,8e58c12c-1d6e-11e9-a779-6c96cfdf0295,0,worker,hi,greet the recruiter,35.0,Manager,5.0,Tokyo,Apple
ji,8e58c12c-1d6e-11e9-a779-6c96cfdf0295,1,worker,what do you have?,inquire about available opportunities,35.0,Manager,5.0,Tokyo,Apple
ji,8e58c12c-1d6e-11e9-a779-6c96cfdf0295,2,worker,google or apple?,clarify options between Google and Apple,35.0,Manager,5.0,Tokyo,Apple
ji,8e5b4a50-1d6e-11e9-9f23-6c96cfdf0295,0,worker,hi would like to work at apple or amazon,express desire to work at Apple or Amazon,42.0,Sales,2.0,Seoul,Amazon
ji,8e5b4a50-1d6e-11e9-9f23-6c96cfdf0295,1,recruiter,great amazon pays the best.  do you have a job preference,provide information about Amazon's pay and inquire about job preference,42.0,Sales,2.0,Seoul,Amazon
ji,8e5b4a50-1d6e-11e9-9f23-6c96cfdf0295,2,worker,are you there,seek confirmation of the recruiter's presence,42.0,Sales,2.0,Seoul,Amazon
ji,8e5b4a50-1d6e-11e9-9f23-6c96cfdf0295,3,worker,designer preferably,express preference for a designer position,42.0,Sales,2.0,Seoul,Amazon
ji,8e5cfe0c-1d6e-11e9-b250-6c96cfdf0295,0,recruiter,Hi how are you,To initiate the conversation and establish a connection.,35.0,Manager,2.0,Tokyo,Google
ji,8e5cfe0c-1d6e-11e9-b250-6c96cfdf0295,1,worker,I promise my best effort and quality results for this hourly salary.,To express commitment and set expectations for compensation.,35.0,Manager,2.0,Tokyo,Google
ji,8e5cfe0c-1d6e-11e9-b250-6c96cfdf0295,2,recruiter,thank you I have a proposition for you.,To acknowledge the worker's statement and introduce a job proposition.,35.0,Manager,2.0,Tokyo,Google
ji,8e5fa1f4-1d6e-11e9-a660-6c96cfdf0295,0,recruiter,"Hi, we have great positions in amazon and google",To inform the worker about available job positions at Amazon and Google,40.0,Sales,4.0,Sydney,Amazon
ji,8e5fa1f4-1d6e-11e9-a660-6c96cfdf0295,1,recruiter,particularly in management and design,To specify the fields of management and design for the available positions,40.0,Sales,4.0,Sydney,Amazon
ji,8e5fa1f4-1d6e-11e9-a660-6c96cfdf0295,2,recruiter,We are very flexible about pay and location,To highlight the flexibility regarding pay and location for the positions,40.0,Sales,4.0,Sydney,Amazon
ji,8e60893e-1d6e-11e9-81f8-6c96cfdf0295,0,worker,Hello,Greet the other participant.,45.0,Manager,4.0,Seoul,Google
ji,8e60893e-1d6e-11e9-81f8-6c96cfdf0295,1,worker,Let's try to help each other here,Express a desire for mutual cooperation.,45.0,Manager,4.0,Seoul,Google
ji,8e60893e-1d6e-11e9-81f8-6c96cfdf0295,2,worker,What are your best areas to get the most bonus?,Inquire about the recruiter's strengths for maximizing bonuses.,45.0,Manager,4.0,Seoul,Google
ji,8e60893e-1d6e-11e9-81f8-6c96cfdf0295,3,recruiter,position and company,Identify key factors for consideration.,45.0,Manager,4.0,Seoul,Google
ji,8e60893e-1d6e-11e9-81f8-6c96cfdf0295,4,recruiter,weekly holiday,Identify key factors for consideration.,45.0,Manager,4.0,Seoul,Google
ji,8e60893e-1d6e-11e9-81f8-6c96cfdf0295,5,recruiter,workplace,Identify key factors for consideration.,45.0,Manager,4.0,Seoul,Google
ji,8e60893e-1d6e-11e9-81f8-6c96cfdf0295,6,recruiter,salary doesnt matter,Express indifference towards salary.,45.0,Manager,4.0,Seoul,Google
ji,8e60893e-1d6e-11e9-81f8-6c96cfdf0295,7,worker,Ok. How is Amazon looking for you?,Inquire about the recruiter's interest in Amazon.,45.0,Manager,4.0,Seoul,Google
ji,8e60893e-1d6e-11e9-81f8-6c96cfdf0295,8,worker,Do any Amazon positions match for you?,Seek confirmation on potential matches with Amazon positions.,45.0,Manager,4.0,Seoul,Google
ji,8e60893e-1d6e-11e9-81f8-6c96cfdf0295,9,recruiter,for amazon everything but engineer is good,Indicate preference for non-engineer positions at Amazon.,45.0,Manager,4.0,Seoul,Google
ji,8e60893e-1d6e-11e9-81f8-6c96cfdf0295,10,worker,which workplace?,Seek clarification on preferred workplace.,45.0,Manager,4.0,Seoul,Google
ji,8e60893e-1d6e-11e9-81f8-6c96cfdf0295,11,worker,would Tokyo work?,Propose Tokyo as a potential workplace.,45.0,Manager,4.0,Seoul,Google
ji,8e60893e-1d6e-11e9-81f8-6c96cfdf0295,12,worker,or Beijing?,Propose Beijing as a potential workplace.,45.0,Manager,4.0,Seoul,Google
ji,8e60893e-1d6e-11e9-81f8-6c96cfdf0295,13,worker,I can give you 5 holidays,Offer a specific number of holidays.,45.0,Manager,4.0,Seoul,Google
ji,8e60893e-1d6e-11e9-81f8-6c96cfdf0295,14,recruiter,you can drag my salary to the least amount,Express willingness to accept a lower salary.,45.0,Manager,4.0,Seoul,Google
ji,8e60893e-1d6e-11e9-81f8-6c96cfdf0295,15,recruiter,how good is your score if i work at seoul or sydney,Inquire about the worker's score for Seoul or Sydney.,45.0,Manager,4.0,Seoul,Google
ji,8e60893e-1d6e-11e9-81f8-6c96cfdf0295,16,worker,Those are pretty bad for me,Express dissatisfaction with Seoul and Sydney.,45.0,Manager,4.0,Seoul,Google
ji,8e60893e-1d6e-11e9-81f8-6c96cfdf0295,17,worker,let me check Seoul,Indicate intention to check Seoul's details.,45.0,Manager,4.0,Seoul,Google
ji,8e60893e-1d6e-11e9-81f8-6c96cfdf0295,18,recruiter,here just make a proposal for me,Request the worker to make a proposal.,45.0,Manager,4.0,Seoul,Google
ji,8e60893e-1d6e-11e9-81f8-6c96cfdf0295,19,recruiter,well find some good middle ground,Express desire to find a compromise.,45.0,Manager,4.0,Seoul,Google
ji,8e6221a4-1d6e-11e9-bc4a-6c96cfdf0295,0,recruiter,Hello,To initiate the conversation,50.0,Engineer,6.0,Sydney,Google
ji,8e6221a4-1d6e-11e9-bc4a-6c96cfdf0295,1,worker,I would like to apply for the amazon designer position,To express interest in applying for a specific position,50.0,Engineer,6.0,Sydney,Google
ji,8e6221a4-1d6e-11e9-bc4a-6c96cfdf0295,2,worker,is it available?,To inquire about the availability of the position,50.0,Engineer,6.0,Sydney,Google
ji,8e6221a4-1d6e-11e9-bc4a-6c96cfdf0295,3,worker,Hi I am Kevin by the way,To introduce himself,50.0,Engineer,6.0,Sydney,Google
ji,8e63aee8-1d6e-11e9-8ff9-6c96cfdf0295,0,recruiter,Hey,Initiate conversation,30.0,Sales,3.0,Sydney,Amazon
ji,8e63aee8-1d6e-11e9-8ff9-6c96cfdf0295,1,worker,let me see your poprosal,Request to review the proposal,30.0,Sales,3.0,Sydney,Amazon
ji,8e63aee8-1d6e-11e9-8ff9-6c96cfdf0295,2,recruiter,Let's try to get through this quick if possible!,Express desire to expedite the process,30.0,Sales,3.0,Sydney,Amazon
ji,8e63aee8-1d6e-11e9-8ff9-6c96cfdf0295,3,worker,What is my best deal?,Inquire about the best possible offer,30.0,Sales,3.0,Sydney,Amazon
ji,8e63aee8-1d6e-11e9-8ff9-6c96cfdf0295,4,recruiter,Is sales at Amazon looking like a good score for you?,Assess worker's interest in a specific job opportunity,30.0,Sales,3.0,Sydney,Amazon
ji,8e63aee8-1d6e-11e9-8ff9-6c96cfdf0295,5,recruiter,Sales at Amazon or Sales at Facebook would be best for me,Express personal preference for job opportunities,30.0,Sales,3.0,Sydney,Amazon
ji,8e665b28-1d6e-11e9-a1a0-6c96cfdf0295,0,recruiter,Hello,Initiate conversation,40.0,Sales,5.0,Beijing,Apple
ji,8e665b28-1d6e-11e9-a1a0-6c96cfdf0295,1,worker,Please tell me what would get you the highest score,Request information to maximize score,40.0,Sales,5.0,Beijing,Apple
ji,8e665b28-1d6e-11e9-a1a0-6c96cfdf0295,2,worker,I want to make this quick and painless,Express desire for efficiency,40.0,Sales,5.0,Beijing,Apple
ji,8e665b28-1d6e-11e9-a1a0-6c96cfdf0295,3,worker,I'm trying to find a good middle ground,Seek compromise,40.0,Sales,5.0,Beijing,Apple
